ID,year,category,film,nominee,won
1942,1947,Actor in a Supporting Role,The Jolson Story,William Demarest,0
1943,1947,Actor in a Supporting Role,The Razor's Edge,Clifton Webb,0
1944,1947,Actress in a Leading Role,To Each His Own,Olivia de Havilland,1
1945,1947,Actress in a Leading Role,Brief Encounter,Celia Johnson,0
1946,1947,Actress in a Leading Role,Duel in the Sun,Jennifer Jones,0
1947,1947,Actress in a Leading Role,Sister Kenny,Rosalind Russell,0
1948,1947,Actress in a Leading Role,The Yearling,Jane Wyman,0
1949,1947,Actress in a Supporting Role,The Razor's Edge,Anne Baxter,1
1950,1947,Actress in a Supporting Role,Anna and the King of Siam,Gale Sondergaard,0
1951,1947,Actress in a Supporting Role,Duel in the Sun,Lillian Gish,0
1952,1947,Actress in a Supporting Role,Saratoga Trunk,Flora Robson,0
1953,1947,Actress in a Supporting Role,The Spiral Staircase,Ethel Barrymore,0
1954,1947,Animated Short Film,The Cat Concerto,"Frederick Quimby, Producer",1
1955,1947,Animated Short Film,Chopin's Musical Moments,"Walter Lantz, Producer",0
1956,1947,Animated Short Film,John Henry and the Inky Poo,"George Pal, Producer",0
1957,1947,Animated Short Film,Squatter's Rights,"Walt Disney, Producer",0
1958,1947,Animated Short Film,Walky Talky Hawky,"Edward Selzer, Producer",0
1959,1947,Art Direction,Anna and the King of Siam,"Art Direction: Lyle Wheeler, William Darling; Interior Decoration: Thomas Little, Frank E. Hughes",1
1960,1947,Art Direction,The Yearling,"Art Direction: Cedric Gibbons, Paul Groesse; Interior Decoration: Edwin B. Willis",1
1961,1947,Art Direction,Caesar and Cleopatra,John Bryan,0
1962,1947,Art Direction,Henry V,"Art Direction: Paul Sheriff, Carmen Dillon",0
1963,1947,Art Direction,Kitty,"Art Direction: Hans Dreier, Walter Tyler; Interior Decoration: Sam Comer, Ray Moyer",0
1964,1947,Art Direction,The Razor's Edge,"Art Direction: Richard Day, Nathan Juran; Interior Decoration: Thomas Little, Paul S. Fox",0
1965,1947,Best Picture,The Best Years of Our Lives,Samuel Goldwyn Productions,1
1966,1947,Best Picture,Henry V,J. Arthur Rank-Two Cities Films,0
1967,1947,Best Picture,It's a Wonderful Life,Liberty Films,0
1968,1947,Best Picture,The Razor's Edge,20th Century-Fox,0
1969,1947,Best Picture,The Yearling,Metro-Goldwyn-Mayer,0
1970,1947,Cinematography,Anna and the King of Siam,Arthur Miller,1
1971,1947,Cinematography,The Yearling,"Charles Rosher, Leonard Smith, Arthur Arling",1
1972,1947,Cinematography,The Green Years,George Folsey,0
1973,1947,Cinematography,The Jolson Story,Joseph Walker,0
1974,1947,Directing,The Best Years of Our Lives,William Wyler,1
1975,1947,Directing,Brief Encounter,David Lean,0
1976,1947,Directing,It's a Wonderful Life,Frank Capra,0
1977,1947,Directing,The Killers,Robert Siodmak,0
1978,1947,Directing,The Yearling,Clarence Brown,0
1979,1947,Documentary Short Film,Seeds of Destiny,United States Department of War,1
1980,1947,Documentary Short Film,Atomic Power,The March of Time,0
1981,1947,Documentary Short Film,Life at the Zoo,Artkino,0
1982,1947,Documentary Short Film,Paramount News Issue #37 (Twentieth Anniversary Issue! 1927.....1947),Paramount,0
1983,1947,Documentary Short Film,Traffic with the Devil,"Herbert Morgan, Producer",0
1984,1947,Film Editing,The Best Years of Our Lives,Daniel Mandell,1
1985,1947,Film Editing,It's a Wonderful Life,William Hornbeck,0
1986,1947,Film Editing,The Jolson Story,William Lyon,0
1987,1947,Film Editing,The Killers,Arthur Hilton,0
1988,1947,Film Editing,The Yearling,Harold Kress,0
1989,1947,Irving G. Thalberg Memorial Award,NA,Samuel Goldwyn,1
1990,1947,Music (Original Score),The Best Years of Our Lives,Hugo Friedhofer,1
1991,1947,Music (Original Score),The Jolson Story,Morris Stoloff,1
1992,1947,Music (Original Score),Anna and the King of Siam,Bernard Herrmann,0
1993,1947,Music (Original Score),Blue Skies,Robert Emmett Dolan,0
1994,1947,Music (Original Score),Centennial Summer,Alfred Newman,0
1995,1947,Music (Original Score),Henry V,William Walton,0
1996,1947,Music (Original Score),Humoresque,Franz Waxman,0
1997,1947,Music (Original Score),Night and Day,"Ray Heindorf, Max Steiner",0
1998,1947,Music (Original Score),The Harvey Girls,Lennie Hayton,0
1999,1947,Music (Original Score),The Killers,Miklos Rozsa,0
2000,1947,Music (Original Song),The Harvey Girls,"On The Atchison, Topeka And The Santa Fe in ""The Harvey Girls"" Music by Harry Warren; Lyrics by Johnny Mercer",1
2001,1947,Music (Original Song),Blue Skies,"You Keep Coming Back Like A Song in ""Blue Skies"" Music and Lyrics by Irving Berlin",0
2002,1947,Music (Original Song),Canyon Passage,"Ole Buttermilk Sky in ""Canyon Passage"" Music by Hoagy Carmichael; Lyrics by Jack Brooks",0
2003,1947,Music (Original Song),Centennial Summer,"All Through The Day in ""Centennial Summer"" Music by Jerome Kern; Lyrics by Oscar Hammerstein II",0
2004,1947,Music (Original Song),The Dolly Sisters,"I Can't Begin To Tell You in ""The Dolly Sisters"" Music by James Monaco; Lyrics by Mack Gordon",0
2005,1947,Short Film,A Boy and His Dog,"Gordon Hollingshead, Producer",1
2006,1947,Short Film,Facing Your Danger,"Gordon Hollingshead, Producer",1
2007,1947,Short Film,College Queen,"George B. Templeton, Producer",0
2008,1947,Short Film,Dive-Hi Champs,"Jack Eaton, Producer",0
2009,1947,Short Film,Golden Horses,"Edmund Reek, Producer",0
2010,1947,Short Film,Hiss and Yell,"Jules White, Producer",0
2011,1947,Short Film,Smart as a Fox,"Gordon Hollingshead, Producer",0
2012,1947,Short Film,Sure Cures,"Pete Smith, Producer",0
2013,1947,Short Film,The Luckiest Guy in the World,"Jerry Bresler, Producer",0
2014,1947,Sound,The Jolson Story,"Columbia Studio Sound Department, John Livadary, Sound Director",1
2015,1947,Sound,It's a Wonderful Life,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",0
2016,1947,Sound,The Best Years of Our Lives,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",0
2017,1947,Special Award,Henry V,NA,1
2018,1947,Special Award,The Best Years of Our Lives,NA,1
2019,1947,Visual Effects,Blithe Spirit,Special Visual Effects by Thomas Howard,1
2020,1947,Visual Effects,A Stolen Life,Special Visual Effects by William McGann; Special Audible Effects by Nathan Levinson,0
2021,1947,Writing,The Best Years of Our Lives,Robert E. Sherwood,1
2022,1947,Writing,Anna and the King of Siam,"Talbot Jennings, Sally Benson",0
2023,1947,Writing,Brief Encounter,"David Lean, Anthony Havelock-Allan, Ronald Neame",0
2024,1947,Writing,Open City,"Sergio Amidei, F. Fellini",0
2025,1947,Writing,The Killers,Anthony Veiller,0
2026,1947,Writing (Original Screenplay),The Seventh Veil,"Muriel Box, Sydney Box",1
2027,1947,Writing (Original Screenplay),Vacation from Marriage,Clemence Dane,1
2028,1947,Writing (Original Screenplay),Children of Paradise,Jacques Prevert,0
2029,1947,Writing (Original Screenplay),Notorious,Ben Hecht,0
2030,1947,Writing (Original Screenplay),Road to Utopia,"Norman Panama, Melvin Frank",0
2031,1947,Writing (Original Screenplay),The Blue Dahlia,Raymond Chandler,0
2032,1947,Writing (Original Screenplay),The Dark Mirror,Vladimir Pozner,0
2033,1947,Writing (Original Screenplay),The Strange Love of Martha Ivers,Jack Patrick,0
2034,1947,Writing (Original Screenplay),The Stranger,Victor Trivas,0
2035,1947,Writing (Original Screenplay),To Each His Own,Charles Brackett,0
2036,1948,Actor in a Leading Role,A Double Life,Ronald Colman,1
2037,1948,Actor in a Leading Role,Body and Soul,John Garfield,0
2038,1948,Actor in a Leading Role,Gentleman's Agreement,Gregory Peck,0
2039,1948,Actor in a Leading Role,Life with Father,William Powell,0
2040,1948,Actor in a Leading Role,Mourning Becomes Electra,Michael Redgrave,0
2041,1948,Actor in a Supporting Role,Miracle on 34th Street,Edmund Gwenn,1
2042,1948,Actor in a Supporting Role,Crossfire,Robert Ryan,0
2043,1948,Actor in a Supporting Role,Kiss of Death,Richard Widmark,0
2044,1948,Actor in a Supporting Role,Ride the Pink Horse,Thomas Gomez,0
2045,1948,Actor in a Supporting Role,The Farmer's Daughter,Charles Bickford,0
2046,1948,Actress in a Leading Role,The Farmer's Daughter,Loretta Young,1
2047,1948,Actress in a Leading Role,Gentleman's Agreement,Dorothy McGuire,0
2048,1948,Actress in a Leading Role,Mourning Becomes Electra,Rosalind Russell,0
2049,1948,Actress in a Leading Role,Possessed,Joan Crawford,0
2050,1948,Actress in a Leading Role,Smash-Up--The Story of a Woman,Susan Hayward,0
2051,1948,Actress in a Supporting Role,Gentleman's Agreement,Celeste Holm,1
2052,1948,Actress in a Supporting Role,Crossfire,Gloria Grahame,0
2053,1948,Actress in a Supporting Role,Gentleman's Agreement,Anne Revere,0
2054,1948,Actress in a Supporting Role,The Egg and I,Marjorie Main,0
2055,1948,Actress in a Supporting Role,The Paradine Case,Ethel Barrymore,0
2056,1948,Animated Short Film,Tweetie Pie,"Edward Selzer, Producer",1
2057,1948,Animated Short Film,Chip An' Dale,"Walt Disney, Producer",0
2058,1948,Animated Short Film,Dr. Jekyll and Mr. Mouse,"Frederick Quimby, Producer",0
2059,1948,Animated Short Film,Pluto's Blue Note,"Walt Disney, Producer",0
2060,1948,Animated Short Film,Tubby the Tuba,"George Pal, Producer",0
2061,1948,Art Direction,Black Narcissus,Art Direction: Alfred Junge; Set Decoration: Alfred Junge,1
2062,1948,Art Direction,Great Expectations,Art Direction: John Bryan; Set Decoration: Wilfred Shingleton,1
2063,1948,Art Direction,Life with Father,Art Direction: Robert M. Haas; Set Decoration: George James Hopkins,0
2064,1948,Art Direction,The Foxes of Harrow,"Art Direction: Lyle Wheeler, Maurice Ransford; Set Decoration: Thomas Little, Paul S. Fox",0
2065,1948,Best Picture,Gentleman's Agreement,20th Century-Fox,1
2066,1948,Best Picture,Crossfire,RKO Radio,0
2067,1948,Best Picture,Great Expectations,J. Arthur Rank-Cineguild,0
2068,1948,Best Picture,Miracle on 34th Street,20th Century-Fox,0
2069,1948,Best Picture,The Bishop's Wife,Samuel Goldwyn Productions,0
2070,1948,Cinematography,Black Narcissus,Jack Cardiff,1
2071,1948,Cinematography,Great Expectations,Guy Green,1
2072,1948,Cinematography,Green Dolphin Street,George Folsey,0
2073,1948,Cinematography,Life with Father,"Peverell Marley, William V. Skall",0
2074,1948,Cinematography,Mother Wore Tights,Harry Jackson,0
2075,1948,Cinematography,The Ghost and Mrs. Muir,"Charles Lang, Jr.",0
2076,1948,Directing,Gentleman's Agreement,Elia Kazan,1
2077,1948,Directing,A Double Life,George Cukor,0
2078,1948,Directing,Crossfire,Edward Dmytryk,0
2079,1948,Directing,Great Expectations,David Lean,0
2080,1948,Directing,The Bishop's Wife,Henry Koster,0
2081,1948,Documentary Feature Film,Design for Death,"Sid Rogell, Executive Producer; Theron Warth and Richard O. Fleischer, Producers",1
2082,1948,Documentary Feature Film,Journey into Medicine,United States Department of State Office of Information and Educational Exchange,0
2083,1948,Documentary Feature Film,The World Is Rich,"Paul Rotha, Producer",0
2084,1948,Documentary Short Film,First Steps,United Nations Division of Films and Visual Information,1
2085,1948,Documentary Short Film,Passport to Nowhere,"Frederic Ullman, Jr., Producer",0
2086,1948,Documentary Short Film,School in the Mailbox,Australian News & Information Bureau,0
2087,1948,Film Editing,Body and Soul,"Francis Lyon, Robert Parrish",1
2088,1948,Film Editing,Gentleman's Agreement,Harmon Jones,0
2089,1948,Film Editing,Green Dolphin Street,George White,0
2090,1948,Film Editing,Odd Man Out,Fergus McDonell,0
2091,1948,Film Editing,The Bishop's Wife,Monica Collingwood,0
2092,1948,International Feature Film,Shoe-Shine,Italy,1
2093,1948,Music (Original Score),A Double Life,Dr. Miklos Rozsa,1
2094,1948,Music (Original Score),Mother Wore Tights,Alfred Newman,1
2095,1948,Music (Original Score),Captain from Castile,Alfred Newman,0
2096,1948,Music (Original Score),Fiesta,Johnny Green,0
2097,1948,Music (Original Score),Forever Amber,David Raksin,0
2098,1948,Music (Original Score),Life with Father,Max Steiner,0
2099,1948,Music (Original Score),My Wild Irish Rose,"Ray Heindorf, Max Steiner",0
2100,1948,Music (Original Score),Road to Rio,Robert Emmett Dolan,0
2101,1948,Music (Original Score),Song of the South,"Daniele Amfitheatrof, Paul J. Smith, Charles Wolcott",0
2102,1948,Music (Original Score),The Bishop's Wife,Hugo Friedhofer,0
2103,1948,Music (Original Song),Song of the South,"Zip-A-Dee-Doo-Dah in ""Song of the South"" Music by Allie Wrubel; Lyrics by Ray Gilbert",1
2104,1948,Music (Original Song),Good News,"Pass That Peace Pipe in ""Good News"" Music and Lyrics by Ralph Blane, Roger Edens and Hugh Martin",0
2105,1948,Music (Original Song),Mother Wore Tights,"You Do in ""Mother Wore Tights"" Music by Josef Myrow; Lyrics by Mack Gordon",0
2106,1948,Music (Original Song),The Perils of Pauline,"I Wish I Didn't Love You So in ""The Perils of Pauline"" Music and Lyrics by Frank Loesser",0
2107,1948,Music (Original Song),"The Time, the Place and the Girl","A Gal In Calico in ""The Time, the Place and the Girl"" Music by Arthur Schwartz; Lyrics by Leo Robin",0
2108,1948,Short Film,Climbing the Matterhorn,"Irving Allen, Producer",1
2109,1948,Short Film,Good-bye Miss Turlock,"Herbert Moulton, Producer",1
2110,1948,Short Film,A Voice Is Born: The Story of Niklos Gafni,"Ben Blake, Producer",0
2111,1948,Short Film,"Brooklyn, U.S.A.","Thomas Mead, Producer",0
2112,1948,Short Film,Champagne for Two,"Harry Grey, Producer",0
2113,1948,Short Film,Fight of the Wild Stallions,"Thomas Mead, Producer",0
2114,1948,Short Film,Give Us the Earth,"Herbert Morgan, Producer",0
2115,1948,Short Film,Moon Rockets,"Jerry Fairbanks, Producer",0
2116,1948,Short Film,Now You See It,"Pete Smith, Producer",0
2117,1948,Short Film,So You Want to Be in Pictures,"Gordon Hollingshead, Producer",0
2118,1948,Sound,The Bishop's Wife,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",1
2119,1948,Sound,Green Dolphin Street,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",0
2120,1948,Sound,T-Men,"Sound Service, Inc., Jack R. Whitney, Sound Director",0
2121,1948,Special Award,Bill and Coo,NA,1
2122,1948,Special Award,Song of the South,NA,1
2123,1948,Visual Effects,Green Dolphin Street,"Special Visual Effects by A. Arnold Gillespie, Warren Newcombe; Special Audible Effects by Douglas Shearer, Michael Steinore",1
2124,1948,Visual Effects,Unconquered,"Special Visual Effects by Farciot Edouart, Devereux Jennings, Gordon Jennings, Wallace Kelley, Paul Lerpae; Special Audible Effects by George Dutton",0
2125,1948,Writing,Miracle on 34th Street,Valentine Davies,1
2126,1948,Writing,Miracle on 34th Street,George Seaton,1
2127,1948,Writing,A Cage of Nightingales,"Georges Chaperot, Rene Wheeler",0
2128,1948,Writing,Boomerang!,Richard Murphy,0
2129,1948,Writing,Crossfire,John Paxton,0
2130,1948,Writing,Gentleman's Agreement,Moss Hart,0
2131,1948,Writing,Great Expectations,"David Lean, Anthony Havelock-Allan, Ronald Neame",0
2132,1948,Writing,It Happened on Fifth Avenue,"Herbert Clyde Lewis, Frederick Stephani",0
2133,1948,Writing,Kiss of Death,Eleazar Lipsky,0
2134,1948,Writing,Smash-Up--The Story of a Woman,"Dorothy Parker, Frank Cavett",0
2135,1948,Writing (Original Screenplay),The Bachelor and the Bobby-Soxer,Sidney Sheldon,1
2136,1948,Writing (Original Screenplay),A Double Life,"Ruth Gordon, Garson Kanin",0
2137,1948,Writing (Original Screenplay),Body and Soul,Abraham Polonsky,0
2138,1948,Writing (Original Screenplay),Monsieur Verdoux,Charles Chaplin,0
2139,1948,Writing (Original Screenplay),Shoe-Shine,"Sergio Amidei, Adolfo Franci, C. G. Viola, Cesare Zavattini",0
2140,1949,Actor in a Leading Role,Hamlet,Laurence Olivier,1
2141,1949,Actor in a Leading Role,Johnny Belinda,Lew Ayres,0
2142,1949,Actor in a Leading Role,Sitting Pretty,Clifton Webb,0
2143,1949,Actor in a Leading Role,The Search,Montgomery Clift,0
2144,1949,Actor in a Leading Role,When My Baby Smiles at Me,Dan Dailey,0
2145,1949,Actor in a Supporting Role,The Treasure of the Sierra Madre,Walter Huston,1
2146,1949,Actor in a Supporting Role,I Remember Mama,Oscar Homolka,0
2147,1949,Actor in a Supporting Role,Joan of Arc,José Ferrer,0
2148,1949,Actor in a Supporting Role,Johnny Belinda,Charles Bickford,0
2149,1949,Actor in a Supporting Role,The Luck of the Irish,Cecil Kellaway,0
2150,1949,Actress in a Leading Role,Johnny Belinda,Jane Wyman,1
2151,1949,Actress in a Leading Role,I Remember Mama,Irene Dunne,0
2152,1949,Actress in a Leading Role,Joan of Arc,Ingrid Bergman,0
2153,1949,Actress in a Leading Role,"Sorry, Wrong Number",Barbara Stanwyck,0
2154,1949,Actress in a Leading Role,The Snake Pit,Olivia de Havilland,0
2155,1949,Actress in a Supporting Role,Key Largo,Claire Trevor,1
2156,1949,Actress in a Supporting Role,Hamlet,Jean Simmons,0
2157,1949,Actress in a Supporting Role,I Remember Mama,Barbara Bel Geddes,0
2158,1949,Actress in a Supporting Role,I Remember Mama,Ellen Corby,0
2159,1949,Actress in a Supporting Role,Johnny Belinda,Agnes Moorehead,0
2160,1949,Animated Short Film,The Little Orphan,"Fred Quimby, Producer",1
2161,1949,Animated Short Film,Mickey and the Seal,"Walt Disney, Producer",0
2162,1949,Animated Short Film,Mouse Wreckers,"Edward Selzer, Producer",0
2163,1949,Animated Short Film,Robin Hoodlum,United Productions of America,0
2164,1949,Animated Short Film,Tea for Two Hundred,"Walt Disney, Producer",0
2165,1949,Art Direction,Hamlet,Art Direction: Roger K. Furse; Set Decoration: Carmen Dillon,1
2166,1949,Art Direction,The Red Shoes,Art Direction: Hein Heckroth; Set Decoration: Arthur Lawson,1
2167,1949,Art Direction,Joan of Arc,"Art Direction: Richard Day; Set Decoration: Edwin Casey Roberts, Joseph Kish",0
2168,1949,Art Direction,Johnny Belinda,Art Direction: Robert Haas; Set Decoration: William Wallace,0
2169,1949,Best Picture,Hamlet,J. Arthur Rank-Two Cities Films,1
2170,1949,Best Picture,Johnny Belinda,Warner Bros.,0
2171,1949,Best Picture,The Red Shoes,J. Arthur Rank-Archers,0
2172,1949,Best Picture,The Snake Pit,20th Century-Fox,0
2173,1949,Best Picture,The Treasure of the Sierra Madre,Warner Bros.,0
2174,1949,Cinematography,Joan of Arc,"Joseph Valentine, William V. Skall, Winton Hoch",1
2175,1949,Cinematography,The Naked City,William Daniels,1
2176,1949,Cinematography,A Foreign Affair,"Charles B. Lang, Jr.",0
2177,1949,Cinematography,Green Grass of Wyoming,Charles G. Clarke,0
2178,1949,Cinematography,I Remember Mama,Nicholas Musuraca,0
2179,1949,Cinematography,Johnny Belinda,Ted McCord,0
2180,1949,Cinematography,Portrait of Jennie,Joseph August,0
2181,1949,Cinematography,The Loves of Carmen,William Snyder,0
2182,1949,Cinematography,The Three Musketeers,Robert Planck,0
2183,1949,Costume Design,Hamlet,Roger K. Furse,1
2184,1949,Costume Design,Joan of Arc,"Dorothy Jeakins, Karinska",1
2185,1949,Costume Design,B. F.'s Daughter,Irene,0
2186,1949,Costume Design,The Emperor Waltz,"Edith Head, Gile Steele",0
2187,1949,Directing,The Treasure of the Sierra Madre,John Huston,1
2188,1949,Directing,Hamlet,Laurence Olivier,0
2189,1949,Directing,Johnny Belinda,Jean Negulesco,0
2190,1949,Directing,The Search,Fred Zinnemann,0
2191,1949,Directing,The Snake Pit,Anatole Litvak,0
2192,1949,Documentary Feature Film,The Secret Land,"Orville O. Dull, Producer",1
2193,1949,Documentary Feature Film,The Quiet One,"Janice Loeb, Producer",0
2194,1949,Documentary Short Film,Toward Independence,United States Army,1
2195,1949,Documentary Short Film,Heart to Heart,"Herbert Morgan, Producer",0
2196,1949,Documentary Short Film,Operation Vittles,United States Army Air Force,0
2197,1949,Film Editing,The Naked City,Paul Weatherwax,1
2198,1949,Film Editing,Joan of Arc,Frank Sullivan,0
2199,1949,Film Editing,Johnny Belinda,David Weisbart,0
2200,1949,Film Editing,Red River,Christian Nyby,0
2201,1949,Film Editing,The Red Shoes,Reginald Mills,0
2202,1949,International Feature Film,Monsieur Vincent,France,1
2203,1949,Irving G. Thalberg Memorial Award,NA,Jerry Wald,1
2204,1949,Music (Original Score),Easter Parade,"Johnny Green, Roger Edens",1
2205,1949,Music (Original Score),The Red Shoes,Brian Easdale,1
2206,1949,Music (Original Score),Hamlet,William Walton,0
2207,1949,Music (Original Score),Joan of Arc,Hugo Friedhofer,0
2208,1949,Music (Original Score),Johnny Belinda,Max Steiner,0
2209,1949,Music (Original Score),Romance on the High Seas,Ray Heindorf,0
2210,1949,Music (Original Score),The Emperor Waltz,Victor Young,0
2211,1949,Music (Original Score),The Pirate,Lennie Hayton,0
2212,1949,Music (Original Score),The Snake Pit,Alfred Newman,0
2213,1949,Music (Original Score),When My Baby Smiles at Me,Alfred Newman,0
2214,1949,Music (Original Song),The Paleface,"Buttons And Bows in ""The Paleface"" Music and Lyrics by Jay Livingston and Ray Evans",1
2215,1949,Music (Original Song),Casbah,"For Every Man There's A Woman in ""Casbah"" Music by Harold Arlen; Lyrics by Leo Robin",0
2216,1949,Music (Original Song),Romance on the High Seas,"It's Magic in ""Romance on the High Seas"" Music by Jule Styne; Lyrics by Sammy Cahn",0
2217,1949,Music (Original Song),That Lady in Ermine,"This Is The Moment in ""That Lady in Ermine"" Music by Frederick Hollander; Lyrics by Leo Robin",0
2218,1949,Music (Original Song),Wet Blanket Policy,"The Woody Woodpecker Song in ""Wet Blanket Policy"" Music and Lyrics by Ramey Idriss and George Tibbles",0
2219,1949,Short Film,Seal Island,"Walt Disney, Producer",1
2220,1949,Short Film,Symphony of a City,"Edmund H. Reek, Producer",1
2221,1949,Short Film,Annie Was a Wonder,"Herbert Moulton, Producer",0
2222,1949,Short Film,Calgary Stampede,"Gordon Hollingshead, Producer",0
2223,1949,Short Film,Cinderella Horse,"Gordon Hollingshead, Producer",0
2224,1949,Short Film,Going to Blazes,"Herbert Morgan, Producer",0
2225,1949,Short Film,Samba-Mania,"Harry Grey, Producer",0
2226,1949,Short Film,Snow Capers,"Thomas Mead, Producer",0
2227,1949,Short Film,So You Want to Be on the Radio,"Gordon Hollingshead, Producer",0
2228,1949,Short Film,You Can't Win,"Pete Smith, Producer",0
2229,1949,Sound,The Snake Pit,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",1
2230,1949,Sound,Johnny Belinda,"Warner Bros. Studio Sound Department, Col. Nathan O. Levinson, Sound Director",0
2231,1949,Sound,Moonrise,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",0
2232,1949,Special Award,Joan of Arc,NA,1
2233,1949,Special Award,The Search,NA,1
2234,1949,Visual Effects,Portrait of Jennie,"Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart",1
2235,1949,Visual Effects,Deep Waters,"Special Visual Effects by Ralph Hammeras, Fred Sersen, Edward Snyder; Special Audible Effects by Roger Heman",0
2236,1949,Writing,The Search,"Richard Schweizer, David Wechsler",1
2237,1949,Writing,The Treasure of the Sierra Madre,John Huston,1
2238,1949,Writing,A Foreign Affair,"Charles Brackett, Billy Wilder, Richard L. Breen",0
2239,1949,Writing,Johnny Belinda,"Irmgard Von Cube, Allen Vincent",0
2240,1949,Writing,Louisiana Story,"Frances Flaherty, Robert Flaherty",0
2241,1949,Writing,Red River,Borden Chase,0
2242,1949,Writing,The Naked City,Malvin Wald,0
2243,1949,Writing,The Red Shoes,Emeric Pressburger,0
2244,1949,Writing,The Search,"Richard Schweizer, David Wechsler",0
2245,1949,Writing,The Snake Pit,"Frank Partos, Millen Brand",0
2246,1950,Actor in a Leading Role,All the King's Men,Broderick Crawford,1
2247,1950,Actor in a Leading Role,Champion,Kirk Douglas,0
2248,1950,Actor in a Leading Role,Sands of Iwo Jima,John Wayne,0
2249,1950,Actor in a Leading Role,The Hasty Heart,Richard Todd,0
2250,1950,Actor in a Leading Role,Twelve O'Clock High,Gregory Peck,0
2251,1950,Actor in a Supporting Role,Twelve O'Clock High,Dean Jagger,1
2252,1950,Actor in a Supporting Role,All the King's Men,John Ireland,0
2253,1950,Actor in a Supporting Role,Battleground,James Whitmore,0
2254,1950,Actor in a Supporting Role,Champion,Arthur Kennedy,0
2255,1950,Actor in a Supporting Role,The Heiress,Ralph Richardson,0
2256,1950,Actress in a Leading Role,The Heiress,Olivia de Havilland,1
2257,1950,Actress in a Leading Role,Come to the Stable,Loretta Young,0
2258,1950,Actress in a Leading Role,"Edward, My Son",Deborah Kerr,0
2259,1950,Actress in a Leading Role,My Foolish Heart,Susan Hayward,0
2260,1950,Actress in a Leading Role,Pinky,Jeanne Crain,0
2261,1950,Actress in a Supporting Role,All the King's Men,Mercedes McCambridge,1
2262,1950,Actress in a Supporting Role,Come to the Stable,Celeste Holm,0
2263,1950,Actress in a Supporting Role,Come to the Stable,Elsa Lanchester,0
2264,1950,Actress in a Supporting Role,Pinky,Ethel Barrymore,0
2265,1950,Actress in a Supporting Role,Pinky,Ethel Waters,0
2266,1950,Animated Short Film,For Scent-Imental Reasons,"Edward Selzer, Producer",1
2267,1950,Animated Short Film,Hatch Up Your Troubles,"Fred Quimby, Producer",0
2268,1950,Animated Short Film,The Magic Fluke,"Stephen Bosustow, Producer",0
2269,1950,Animated Short Film,Toy Tinkers,"Walt Disney, Producer",0
2270,1950,Art Direction,Little Women,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Jack D. Moore",1
2271,1950,Art Direction,The Heiress,"Art Direction: Harry Horner, John Meehan; Set Decoration: Emile Kuri",1
2272,1950,Art Direction,Come to the Stable,"Art Direction: Lyle Wheeler, Joseph C. Wright; Set Decoration: Thomas Little, Paul S. Fox",0
2273,1950,Art Direction,Madame Bovary,"Art Direction: Cedric Gibbons, Jack Martin Smith; Set Decoration: Edwin B. Willis, Richard A. Pefferle",0
2274,1950,Art Direction,Saraband,"Art Direction: Jim Morahan, William Kellner, Michael Relph",0
2275,1950,Art Direction,The Adventures of Don Juan,Art Direction: Edward Carrere; Set Decoration: Lyle Reifsnider,0
2276,1950,Best Picture,All the King's Men,Robert Rossen Productions,1
2277,1950,Best Picture,A Letter to Three Wives,20th Century-Fox,0
2278,1950,Best Picture,Battleground,Metro-Goldwyn-Mayer,0
2279,1950,Best Picture,The Heiress,Paramount,0
2280,1950,Best Picture,Twelve O'Clock High,20th Century-Fox,0
2281,1950,Cinematography,Battleground,Paul C. Vogel,1
2282,1950,Cinematography,She Wore a Yellow Ribbon,Winton Hoch,1
2283,1950,Cinematography,Champion,Frank Planer,0
2284,1950,Cinematography,Come to the Stable,Joseph LaShelle,0
2285,1950,Cinematography,Jolson Sings Again,William Snyder,0
2286,1950,Cinematography,Little Women,"Robert Planck, Charles Schoenbaum",0
2287,1950,Cinematography,Prince of Foxes,Leon Shamroy,0
2288,1950,Cinematography,Sand,Charles G. Clarke,0
2289,1950,Cinematography,The Barkleys of Broadway,Harry Stradling,0
2290,1950,Cinematography,The Heiress,Leo Tover,0
2291,1950,Costume Design,The Adventures of Don Juan,"Leah Rhodes, Travilla, Marjorie Best",1
2292,1950,Costume Design,The Heiress,"Edith Head, Gile Steele",1
2293,1950,Costume Design,Mother Is a Freshman,Kay Nelson,0
2294,1950,Costume Design,Prince of Foxes,Vittorio Nino Novarese,0
2295,1950,Directing,A Letter to Three Wives,Joseph L. Mankiewicz,1
2296,1950,Directing,All the King's Men,Robert Rossen,0
2297,1950,Directing,Battleground,William A. Wellman,0
2298,1950,Directing,The Fallen Idol,Carol Reed,0
2299,1950,Directing,The Heiress,William Wyler,0
