ID,year,category,film,nominee,won
9547,2015,Documentary Feature Film,Last Days in Vietnam,Rory Kennedy and Keven McAlester,0
9548,2015,Documentary Feature Film,The Salt of the Earth,"Wim Wenders, Juliano Ribeiro Salgado and David Rosier",0
9549,2015,Documentary Feature Film,Virunga,Orlando von Einsiedel and Joanna Natasegara,0
9550,2015,Documentary Short Film,Crisis Hotline: Veterans Press 1,Ellen Goosenberg Kent and Dana Perry,1
9551,2015,Documentary Short Film,Joanna,Aneta Kopacz,0
9552,2015,Documentary Short Film,Our Curse,Tomasz ÅšliwiÅ„ski and Maciej Åšlesicki,0
9553,2015,Documentary Short Film,The Reaper (La Parka),Gabriel Serra Arguello,0
9554,2015,Documentary Short Film,White Earth,J. Christian Jensen,0
9555,2015,Film Editing,Whiplash,Tom Cross,1
9556,2015,Film Editing,American Sniper,Joel Cox and Gary D. Roach,0
9557,2015,Film Editing,Boyhood,Sandra Adair,0
9558,2015,Film Editing,The Grand Budapest Hotel,Barney Pilling,0
9559,2015,Film Editing,The Imitation Game,William Goldenberg,0
9560,2015,International Feature Film,Ida,Poland,1
9561,2015,International Feature Film,Leviathan,Russia,0
9562,2015,International Feature Film,Tangerines,Estonia,0
9563,2015,International Feature Film,Timbuktu,Mauritania,0
9564,2015,International Feature Film,Wild Tales,Argentina,0
9565,2015,Live Action Short Film,The Phone Call,Mat Kirkby and James Lucas,1
9566,2015,Live Action Short Film,Aya,Oded Binnun and Mihal Brezis,0
9567,2015,Live Action Short Film,Boogaloo and Graham,Michael Lennox and Ronan Blaney,0
9568,2015,Live Action Short Film,Butter Lamp (La Lampe Au Beurre De Yak),Hu Wei and Julien Féret,0
9569,2015,Live Action Short Film,Parvaneh,Talkhon Hamzavi and Stefan Eichenberger,0
9570,2015,Makeup and Hairstyling,The Grand Budapest Hotel,Frances Hannon and Mark Coulier,1
9571,2015,Makeup and Hairstyling,Foxcatcher,Bill Corso and Dennis Liddiard,0
9572,2015,Makeup and Hairstyling,Guardians of the Galaxy,Elizabeth Yianni-Georgiou and David White,0
9573,2015,Music (Original Score),The Grand Budapest Hotel,Alexandre Desplat,1
9574,2015,Music (Original Score),Interstellar,Hans Zimmer,0
9575,2015,Music (Original Score),Mr. Turner,Gary Yershon,0
9576,2015,Music (Original Score),The Imitation Game,Alexandre Desplat,0
9577,2015,Music (Original Score),The Theory of Everything,Jóhann Jóhannsson,0
9578,2015,Music (Original Song),Selma,Glory from Selma; Music and Lyric by John Stephens and Lonnie Lynn,1
9579,2015,Music (Original Song),Begin Again,Lost Stars from Begin Again; Music and Lyric by Gregg Alexander and Danielle Brisebois,0
9580,2015,Music (Original Song),Beyond the Lights,Grateful from Beyond the Lights; Music and Lyric by Diane Warren,0
9581,2015,Music (Original Song),Glen Campbell: I'll Be Me,I'm Not Gonna Miss You from Glen Campbell: I'll Be Me; Music and Lyric by Glen Campbell and Julian Raymond,0
9582,2015,Music (Original Song),The Lego Movie,Everything Is Awesome from The Lego Movie; Music and Lyric by Shawn Patterson,0
9583,2015,Sound,American Sniper,Alan Robert Murray and Bub Asman,1
9584,2015,Sound,Whiplash,"Craig Mann, Ben Wilkins and Thomas Curley",1
9585,2015,Sound,American Sniper,"John Reitz, Gregg Rudloff and Walt Martin",0
9586,2015,Sound,Birdman or (The Unexpected Virtue of Ignorance),Martín Hernández and Aaron Glascock,0
9587,2015,Sound,Birdman or (The Unexpected Virtue of Ignorance),"Jon Taylor, Frank A. Montaño and Thomas Varga",0
9588,2015,Sound,Interstellar,Richard King,0
9589,2015,Sound,Interstellar,"Gary A. Rizzo, Gregg Landaker and Mark Weingarten",0
9590,2015,Sound,The Hobbit: The Battle of the Five Armies,Brent Burge and Jason Canovas,0
9591,2015,Sound,Unbroken,Becky Sullivan and Andrew DeCristofaro,0
9592,2015,Sound,Unbroken,"Jon Taylor, Frank A. Montaño and David Lee",0
9593,2015,Visual Effects,Interstellar,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher",1
9594,2015,Visual Effects,Captain America: The Winter Soldier,"Dan DeLeeuw, Russell Earl, Bryan Grill and Dan Sudick",0
9595,2015,Visual Effects,Dawn of the Planet of the Apes,"Joe Letteri, Dan Lemmon, Daniel Barrett and Erik Winquist",0
9596,2015,Visual Effects,Guardians of the Galaxy,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould",0
9597,2015,Visual Effects,X-Men: Days of Future Past,"Richard Stammers, Lou Pecora, Tim Crosbie and Cameron Waldbauer",0
9598,2015,Writing (Adapted Screenplay),The Imitation Game,Written by Graham Moore,1
9599,2015,Writing (Adapted Screenplay),American Sniper,Written by Jason Hall,0
9600,2015,Writing (Adapted Screenplay),Inherent Vice,Written for the screen by Paul Thomas Anderson,0
9601,2015,Writing (Adapted Screenplay),The Theory of Everything,Screenplay by Anthony McCarten,0
9602,2015,Writing (Adapted Screenplay),Whiplash,Written by Damien Chazelle,0
9603,2015,Writing (Original Screenplay),Birdman or (The Unexpected Virtue of Ignorance),"Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo",1
9604,2015,Writing (Original Screenplay),Boyhood,Written by Richard Linklater,0
9605,2015,Writing (Original Screenplay),Foxcatcher,Written by E. Max Frye and Dan Futterman,0
9606,2015,Writing (Original Screenplay),Nightcrawler,Written by Dan Gilroy,0
9607,2015,Writing (Original Screenplay),The Grand Budapest Hotel,Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness,0
9608,2016,Actor in a Leading Role,The Revenant,Leonardo DiCaprio,1
9609,2016,Actor in a Leading Role,Steve Jobs,Michael Fassbender,0
9610,2016,Actor in a Leading Role,The Danish Girl,Eddie Redmayne,0
9611,2016,Actor in a Leading Role,The Martian,Matt Damon,0
9612,2016,Actor in a Leading Role,Trumbo,Bryan Cranston,0
9613,2016,Actor in a Supporting Role,Bridge of Spies,Mark Rylance,1
9614,2016,Actor in a Supporting Role,Creed,Sylvester Stallone,0
9615,2016,Actor in a Supporting Role,Spotlight,Mark Ruffalo,0
9616,2016,Actor in a Supporting Role,The Big Short,Christian Bale,0
9617,2016,Actor in a Supporting Role,The Revenant,Tom Hardy,0
9618,2016,Actress in a Leading Role,Room,Brie Larson,1
9619,2016,Actress in a Leading Role,45 Years,Charlotte Rampling,0
9620,2016,Actress in a Leading Role,Brooklyn,Saoirse Ronan,0
9621,2016,Actress in a Leading Role,Carol,Cate Blanchett,0
9622,2016,Actress in a Leading Role,Joy,Jennifer Lawrence,0
9623,2016,Actress in a Supporting Role,The Danish Girl,Alicia Vikander,1
9624,2016,Actress in a Supporting Role,Carol,Rooney Mara,0
9625,2016,Actress in a Supporting Role,Spotlight,Rachel McAdams,0
9626,2016,Actress in a Supporting Role,Steve Jobs,Kate Winslet,0
9627,2016,Actress in a Supporting Role,The Hateful Eight,Jennifer Jason Leigh,0
9628,2016,Animated Feature Film,Inside Out,Pete Docter and Jonas Rivera,1
9629,2016,Animated Feature Film,Anomalisa,"Charlie Kaufman, Duke Johnson and Rosa Tran",0
9630,2016,Animated Feature Film,Boy and the World,Alê Abreu,0
9631,2016,Animated Feature Film,Shaun the Sheep Movie,Mark Burton and Richard Starzak,0
9632,2016,Animated Feature Film,When Marnie Was There,Hiromasa Yonebayashi and Yoshiaki Nishimura,0
9633,2016,Animated Short Film,Bear Story,Gabriel Osorio and Pato Escala,1
9634,2016,Animated Short Film,Prologue,Richard Williams and Imogen Sutton,0
9635,2016,Animated Short Film,Sanjay's Super Team,Sanjay Patel and Nicole Grindle,0
9636,2016,Animated Short Film,We Can't Live without Cosmos,Konstantin Bronzit,0
9637,2016,Animated Short Film,World of Tomorrow,Don Hertzfeldt,0
9638,2016,Art Direction,Mad Max: Fury Road,Production Design: Colin Gibson; Set Decoration: Lisa Thompson,1
9639,2016,Art Direction,Bridge of Spies,Production Design: Adam Stockhausen; Set Decoration: Rena DeAngelo and Bernhard Henrich,0
9640,2016,Art Direction,The Danish Girl,Production Design: Eve Stewart; Set Decoration: Michael Standish,0
9641,2016,Art Direction,The Martian,Production Design: Arthur Max; Set Decoration: Celia Bobak,0
9642,2016,Art Direction,The Revenant,Production Design: Jack Fisk; Set Decoration: Hamish Purdy,0
9643,2016,Best Picture,Spotlight,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",1
9644,2016,Best Picture,Bridge of Spies,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers",0
9645,2016,Best Picture,Brooklyn,"Finola Dwyer and Amanda Posey, Producers",0
9646,2016,Best Picture,Mad Max: Fury Road,"Doug Mitchell and George Miller, Producers",0
9647,2016,Best Picture,Room,"Ed Guiney, Producer",0
9648,2016,Best Picture,The Big Short,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers",0
9649,2016,Best Picture,The Martian,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",0
9650,2016,Best Picture,The Revenant,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon, Producers",0
9651,2016,Cinematography,The Revenant,Emmanuel Lubezki,1
9652,2016,Cinematography,Carol,Ed Lachman,0
9653,2016,Cinematography,Mad Max: Fury Road,John Seale,0
9654,2016,Cinematography,Sicario,Roger Deakins,0
9655,2016,Cinematography,The Hateful Eight,Robert Richardson,0
9656,2016,Costume Design,Mad Max: Fury Road,Jenny Beavan,1
9657,2016,Costume Design,Carol,Sandy Powell,0
9658,2016,Costume Design,Cinderella,Sandy Powell,0
9659,2016,Costume Design,The Danish Girl,Paco Delgado,0
9660,2016,Costume Design,The Revenant,Jacqueline West,0
9661,2016,Directing,The Revenant,Alejandro G. Iñárritu,1
9662,2016,Directing,Mad Max: Fury Road,George Miller,0
9663,2016,Directing,Room,Lenny Abrahamson,0
9664,2016,Directing,Spotlight,Tom McCarthy,0
9665,2016,Directing,The Big Short,Adam McKay,0
9666,2016,Documentary Feature Film,Amy,Asif Kapadia and James Gay-Rees,1
9667,2016,Documentary Feature Film,Cartel Land,Matthew Heineman and Tom Yellin,0
9668,2016,Documentary Feature Film,The Look of Silence,Joshua Oppenheimer and Signe Byrge Sørensen,0
9669,2016,Documentary Feature Film,"What Happened, Miss Simone?","Liz Garbus, Amy Hobby and Justin Wilkes",0
9670,2016,Documentary Feature Film,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky and Den Tolmor,0
9671,2016,Documentary Short Film,A Girl in the River: The Price of Forgiveness,Sharmeen Obaid-Chinoy,1
9672,2016,Documentary Short Film,Body Team 12,David Darg and Bryn Mooser,0
9673,2016,Documentary Short Film,"Chau, beyond the Lines",Courtney Marsh and Jerry Franck,0
9674,2016,Documentary Short Film,Claude Lanzmann: Spectres of the Shoah,Adam Benzine,0
9675,2016,Documentary Short Film,Last Day of Freedom,Dee Hibbert-Jones and Nomi Talisman,0
9676,2016,Film Editing,Mad Max: Fury Road,Margaret Sixel,1
9677,2016,Film Editing,Spotlight,Tom McArdle,0
9678,2016,Film Editing,Star Wars: The Force Awakens,Maryann Brandon and Mary Jo Markey,0
9679,2016,Film Editing,The Big Short,Hank Corwin,0
9680,2016,Film Editing,The Revenant,Stephen Mirrione,0
9681,2016,International Feature Film,Son of Saul,Hungary,1
9682,2016,International Feature Film,A War,Denmark,0
9683,2016,International Feature Film,Embrace of the Serpent,Colombia,0
9684,2016,International Feature Film,Mustang,France,0
9685,2016,International Feature Film,Theeb,Jordan,0
9686,2016,Live Action Short Film,Stutterer,Benjamin Cleary and Serena Armitage,1
9687,2016,Live Action Short Film,Ave Maria,Basil Khalil and Eric Dupont,0
9688,2016,Live Action Short Film,Day One,Henry Hughes,0
9689,2016,Live Action Short Film,Everything Will Be Okay (Alles Wird Gut),Patrick Vollrath,0
9690,2016,Live Action Short Film,Shok,Jamie Donoughue,0
9691,2016,Makeup and Hairstyling,Mad Max: Fury Road,"Lesley Vanderwalt, Elka Wardega and Damian Martin",1
9692,2016,Makeup and Hairstyling,The 100-Year-Old Man Who Climbed out the Window and Disappeared,Love Larson and Eva von Bahr,0
9693,2016,Makeup and Hairstyling,The Revenant,"Siân Grigg, Duncan Jarman and Robert Pandini",0
9694,2016,Music (Original Score),The Hateful Eight,Ennio Morricone,1
9695,2016,Music (Original Score),Bridge of Spies,Thomas Newman,0
9696,2016,Music (Original Score),Carol,Carter Burwell,0
9697,2016,Music (Original Score),Sicario,Jóhann Jóhannsson,0
9698,2016,Music (Original Score),Star Wars: The Force Awakens,John Williams,0
9699,2016,Music (Original Song),Spectre,Writing's On The Wall' from Spectre; Music and Lyric by Jimmy Napes and Sam Smith,1
9700,2016,Music (Original Song),Fifty Shades of Grey,"Earned It' from Fifty Shades of Grey; Music and Lyric by The Weeknd, Ahmad Balshe, Jason Quenneville and Stephan Moccio",0
9701,2016,Music (Original Song),Racing Extinction,"Manta Ray' from Racing Extinction; Music by J. Ralph, Lyric by Anohni",0
9702,2016,Music (Original Song),The Hunting Ground,Til It Happens To You' from The Hunting Ground; Music and Lyric by Diane Warren and Lady Gaga,0
9703,2016,Music (Original Song),Youth,Simple Song #3' from Youth; Music and Lyric by David Lang,0
9704,2016,Sound,Mad Max: Fury Road,Mark Mangini and David White,1
9705,2016,Sound,Mad Max: Fury Road,"Chris Jenkins, Gregg Rudloff and Ben Osmo",1
9706,2016,Sound,Bridge of Spies,"Andy Nelson, Gary Rydstrom and Drew Kunin",0
9707,2016,Sound,Sicario,Alan Robert Murray,0
9708,2016,Sound,Star Wars: The Force Awakens,Matthew Wood and David Acord,0
9709,2016,Sound,Star Wars: The Force Awakens,"Andy Nelson, Christopher Scarabosio and Stuart Wilson",0
9710,2016,Sound,The Martian,Oliver Tarney,0
9711,2016,Sound,The Martian,"Paul Massey, Mark Taylor and Mac Ruth",0
9712,2016,Sound,The Revenant,Martin Hernandez and Lon Bender,0
9713,2016,Sound,The Revenant,"Jon Taylor, Frank A. Montaño, Randy Thom and Chris Duesterdiek",0
9714,2016,Visual Effects,Ex Machina,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett",1
9715,2016,Visual Effects,Mad Max: Fury Road,"Andrew Jackson, Tom Wood, Dan Oliver and Andy Williams",0
9716,2016,Visual Effects,Star Wars: The Force Awakens,"Roger Guyett, Patrick Tubach, Neal Scanlan and Chris Corbould",0
9717,2016,Visual Effects,The Martian,"Richard Stammers, Anders Langlands, Chris Lawrence and Steven Warner",0
9718,2016,Visual Effects,The Revenant,"Rich McBride, Matthew Shumway, Jason Smith and Cameron Waldbauer",0
9719,2016,Writing (Adapted Screenplay),The Big Short,Screenplay by Charles Randolph and Adam McKay,1
9720,2016,Writing (Adapted Screenplay),Brooklyn,Screenplay by Nick Hornby,0
9721,2016,Writing (Adapted Screenplay),Carol,Screenplay by Phyllis Nagy,0
9722,2016,Writing (Adapted Screenplay),Room,Screenplay by Emma Donoghue,0
9723,2016,Writing (Adapted Screenplay),The Martian,Screenplay by Drew Goddard,0
9724,2016,Writing (Original Screenplay),Spotlight,Written by Josh Singer & Tom McCarthy,1
9725,2016,Writing (Original Screenplay),Bridge of Spies,Written by Matt Charman and Ethan Coen & Joel Coen,0
9726,2016,Writing (Original Screenplay),Ex Machina,Written by Alex Garland,0
9727,2016,Writing (Original Screenplay),Inside Out,"Screenplay by Pete Docter, Meg LeFauve, Josh Cooley; Original story by Pete Docter, Ronnie del Carmen",0
9728,2016,Writing (Original Screenplay),Straight Outta Compton,Screenplay by Jonathan Herman and Andrea Berloff; Story by S. Leigh Savidge & Alan Wenkus and Andrea Berloff,0
9729,2017,Actor in a Leading Role,Manchester by the Sea,Casey Affleck,1
9730,2017,Actor in a Leading Role,Captain Fantastic,Viggo Mortensen,0
9731,2017,Actor in a Leading Role,Fences,Denzel Washington,0
9732,2017,Actor in a Leading Role,Hacksaw Ridge,Andrew Garfield,0
9733,2017,Actor in a Leading Role,La La Land,Ryan Gosling,0
9734,2017,Actor in a Supporting Role,Moonlight,Mahershala Ali,1
9735,2017,Actor in a Supporting Role,Hell or High Water,Jeff Bridges,0
9736,2017,Actor in a Supporting Role,Lion,Dev Patel,0
9737,2017,Actor in a Supporting Role,Manchester by the Sea,Lucas Hedges,0
9738,2017,Actor in a Supporting Role,Nocturnal Animals,Michael Shannon,0
9739,2017,Actress in a Leading Role,La La Land,Emma Stone,1
9740,2017,Actress in a Leading Role,Elle,Isabelle Huppert,0
9741,2017,Actress in a Leading Role,Florence Foster Jenkins,Meryl Streep,0
9742,2017,Actress in a Leading Role,Jackie,Natalie Portman,0
9743,2017,Actress in a Leading Role,Loving,Ruth Negga,0
9744,2017,Actress in a Supporting Role,Fences,Viola Davis,1
9745,2017,Actress in a Supporting Role,Hidden Figures,Octavia Spencer,0
9746,2017,Actress in a Supporting Role,Lion,Nicole Kidman,0
9747,2017,Actress in a Supporting Role,Manchester by the Sea,Michelle Williams,0
9748,2017,Actress in a Supporting Role,Moonlight,Naomie Harris,0
9749,2017,Animated Feature Film,Zootopia,"Byron Howard, Rich Moore and Clark Spencer",1
9750,2017,Animated Feature Film,Kubo and the Two Strings,Travis Knight and Arianne Sutner,0
9751,2017,Animated Feature Film,Moana,"John Musker, Ron Clements and Osnat Shurer",0
9752,2017,Animated Feature Film,My Life as a Zucchini,Claude Barras and Max Karli,0
9753,2017,Animated Feature Film,The Red Turtle,Michael Dudok de Wit and Toshio Suzuki,0
9754,2017,Animated Short Film,Piper,Alan Barillaro and Marc Sondheimer,1
9755,2017,Animated Short Film,Blind Vaysha,Theodore Ushev,0
9756,2017,Animated Short Film,Borrowed Time,Andrew Coats and Lou Hamou-Lhadj,0
9757,2017,Animated Short Film,Pear Cider and Cigarettes,Robert Valley and Cara Speller,0
9758,2017,Animated Short Film,Pearl,Patrick Osborne,0
9759,2017,Art Direction,La La Land,Production Design: David Wasco; Set Decoration: Sandy Reynolds-Wasco,1
9760,2017,Art Direction,Arrival,Production Design: Patrice Vermette; Set Decoration: Paul Hotte,0
9761,2017,Art Direction,Fantastic Beasts and Where to Find Them,Production Design: Stuart Craig; Set Decoration: Anna Pinnock,0
9762,2017,Art Direction,"Hail, Caesar!",Production Design: Jess Gonchor; Set Decoration: Nancy Haigh,0
9763,2017,Art Direction,Passengers,Production Design: Guy Hendrix Dyas; Set Decoration: Gene Serdena,0
9764,2017,Best Picture,Moonlight,"Adele Romanski, Dede Gardner and Jeremy Kleiner, Producers",1
9765,2017,Best Picture,Arrival,"Shawn Levy, Dan Levine, Aaron Ryder and David Linde, Producers",0
9766,2017,Best Picture,Fences,"Scott Rudin, Denzel Washington and Todd Black, Producers",0
9767,2017,Best Picture,Hacksaw Ridge,"Bill Mechanic and David Permut, Producers",0
9768,2017,Best Picture,Hell or High Water,"Carla Hacken and Julie Yorn, Producers",0
9769,2017,Best Picture,Hidden Figures,"Donna Gigliotti, Peter Chernin, Jenno Topping, Pharrell Williams and Theodore Melfi, Producers",0
9770,2017,Best Picture,La La Land,"Fred Berger, Jordan Horowitz and Marc Platt, Producers",0
9771,2017,Best Picture,Lion,"Emile Sherman, Iain Canning and Angie Fielder, Producers",0
9772,2017,Best Picture,Manchester by the Sea,"Matt Damon, Kimberly Steward, Chris Moore, Lauren Beck and Kevin J. Walsh, Producers",0
9773,2017,Cinematography,La La Land,Linus Sandgren,1
9774,2017,Cinematography,Arrival,Bradford Young,0
9775,2017,Cinematography,Lion,Greig Fraser,0
9776,2017,Cinematography,Moonlight,James Laxton,0
9777,2017,Cinematography,Silence,Rodrigo Prieto,0
9778,2017,Costume Design,Fantastic Beasts and Where to Find Them,Colleen Atwood,1
9779,2017,Costume Design,Allied,Joanna Johnston,0
9780,2017,Costume Design,Florence Foster Jenkins,Consolata Boyle,0
9781,2017,Costume Design,Jackie,Madeline Fontaine,0
9782,2017,Costume Design,La La Land,Mary Zophres,0
9783,2017,Directing,La La Land,Damien Chazelle,1
9784,2017,Directing,Arrival,Denis Villeneuve,0
9785,2017,Directing,Hacksaw Ridge,Mel Gibson,0
9786,2017,Directing,Manchester by the Sea,Kenneth Lonergan,0
9787,2017,Directing,Moonlight,Barry Jenkins,0
9788,2017,Documentary Feature Film,O.J.: Made in America,Ezra Edelman and Caroline Waterlow,1
9789,2017,Documentary Feature Film,13th,"Ava DuVernay, Spencer Averick and Howard Barish",0
9790,2017,Documentary Feature Film,Fire at Sea,Gianfranco Rosi and Donatella Palermo,0
9791,2017,Documentary Feature Film,I Am Not Your Negro,"Raoul Peck, Rémi Grellety and Hébert Peck",0
9792,2017,Documentary Feature Film,"Life, Animated",Roger Ross Williams and Julie Goldman,0
9793,2017,Documentary Short Film,The White Helmets,Orlando von Einsiedel and Joanna Natasegara,1
9794,2017,Documentary Short Film,4.1 Miles,Daphne Matziaraki,0
9795,2017,Documentary Short Film,Extremis,Dan Krauss,0
9796,2017,Documentary Short Film,Joe's Violin,Kahane Cooperman and Raphaela Neihausen,0
9797,2017,Documentary Short Film,Watani: My Homeland,Marcel Mettelsiefen and Stephen Ellis,0
9798,2017,Film Editing,Hacksaw Ridge,John Gilbert,1
9799,2017,Film Editing,Arrival,Joe Walker,0
9800,2017,Film Editing,Hell or High Water,Jake Roberts,0
9801,2017,Film Editing,La La Land,Tom Cross,0
9802,2017,Film Editing,Moonlight,Nat Sanders and Joi McMillon,0
9803,2017,International Feature Film,The Salesman,Iran,1
9804,2017,International Feature Film,A Man Called Ove,Sweden,0
9805,2017,International Feature Film,Land of Mine,Denmark,0
9806,2017,International Feature Film,Tanna,Australia,0
9807,2017,International Feature Film,Toni Erdmann,Germany,0
9808,2017,Live Action Short Film,Sing,Kristof Deák and Anna Udvardy,1
9809,2017,Live Action Short Film,Ennemis Intérieurs,Sélim Azzazi,0
9810,2017,Live Action Short Film,La Femme et le TGV,Timo von Gunten and Giacun Caduff,0
9811,2017,Live Action Short Film,Silent Nights,Aske Bang and Kim Magnusson,0
9812,2017,Live Action Short Film,Timecode,Juanjo Giménez,0
9813,2017,Makeup and Hairstyling,Suicide Squad,"Alessandro Bertolazzi, Giorgio Gregorini and Christopher Nelson",1
9814,2017,Makeup and Hairstyling,A Man Called Ove,Eva von Bahr and Love Larson,0
9815,2017,Makeup and Hairstyling,Star Trek Beyond,Joel Harlow and Richard Alonzo,0
9816,2017,Music (Original Score),La La Land,Justin Hurwitz,1
9817,2017,Music (Original Score),Jackie,Mica Levi,0
9818,2017,Music (Original Score),Lion,Dustin O'Halloran and Hauschka,0
9819,2017,Music (Original Score),Moonlight,Nicholas Britell,0
9820,2017,Music (Original Score),Passengers,Thomas Newman,0
9821,2017,Music (Original Song),La La Land,City of Stars; Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul,1
9822,2017,Music (Original Song),Jim: The James Foley Story,The Empty Chair; Music and Lyric by J. Ralph and Sting,0
9823,2017,Music (Original Song),La La Land,Audition (The Fools Who Dream); Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul,0
9824,2017,Music (Original Song),Moana,How Far I'll Go; Music and Lyric by Lin-Manuel Miranda,0
9825,2017,Music (Original Song),Trolls,"Can't Stop The Feeling; Music and Lyric by Justin Timberlake, Max Martin and Karl Johan Schuster",0
9826,2017,Sound,Arrival,Sylvain Bellemare,1
9827,2017,Sound,Hacksaw Ridge,"Kevin O'Connell, Andy Wright, Robert Mackenzie and Peter Grace",1
9828,2017,Sound,13 Hours: The Secret Soldiers of Benghazi,"Gary Summers, Jeffrey J. Haboush and Mac Ruth",0
9829,2017,Sound,Arrival,Bernard Gariépy Strobl and Claude La Haye,0
9830,2017,Sound,Deepwater Horizon,Wylie Stateman and Renée Tondelli,0
9831,2017,Sound,Hacksaw Ridge,Robert Mackenzie and Andy Wright,0
9832,2017,Sound,La La Land,Ai-Ling Lee and Mildred Iatrou Morgan,0
9833,2017,Sound,La La Land,"Andy Nelson, Ai-Ling Lee and Steve A. Morrow",0
9834,2017,Sound,Rogue One: A Star Wars Story,"David Parker, Christopher Scarabosio and Stuart Wilson",0
9835,2017,Sound,Sully,Alan Robert Murray and Bub Asman,0
9836,2017,Visual Effects,The Jungle Book,"Robert Legato, Adam Valdez, Andrew R. Jones and Dan Lemmon",1
9837,2017,Visual Effects,Deepwater Horizon,"Craig Hammack, Jason Snell, Jason Billington and Burt Dalton",0
9838,2017,Visual Effects,Doctor Strange,"Stephane Ceretti, Richard Bluff, Vincent Cirelli and Paul Corbould",0
9839,2017,Visual Effects,Kubo and the Two Strings,"Steve Emerson, Oliver Jones, Brian McLean and Brad Schiff",0
9840,2017,Visual Effects,Rogue One: A Star Wars Story,"John Knoll, Mohen Leo, Hal Hickel and Neil Corbould",0
9841,2017,Writing (Adapted Screenplay),Moonlight,Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney,1
9842,2017,Writing (Adapted Screenplay),Arrival,Screenplay by Eric Heisserer,0
9843,2017,Writing (Adapted Screenplay),Fences,Screenplay by August Wilson,0
9844,2017,Writing (Adapted Screenplay),Hidden Figures,Screenplay by Allison Schroeder and Theodore Melfi,0
9845,2017,Writing (Adapted Screenplay),Lion,Screenplay by Luke Davies,0
9846,2017,Writing (Original Screenplay),Manchester by the Sea,Written by Kenneth Lonergan,1
9847,2017,Writing (Original Screenplay),20th Century Women,Written by Mike Mills,0
9848,2017,Writing (Original Screenplay),Hell or High Water,Written by Taylor Sheridan,0
9849,2017,Writing (Original Screenplay),La La Land,Written by Damien Chazelle,0
9850,2017,Writing (Original Screenplay),The Lobster,"Written by Yorgos Lanthimos, Efthimis Filippou",0
9851,2018,Actor in a Leading Role,Darkest Hour,Gary Oldman,1
9852,2018,Actor in a Leading Role,Call Me by Your Name,Timothée Chalamet,0
9853,2018,Actor in a Leading Role,Get Out,Daniel Kaluuya,0
9854,2018,Actor in a Leading Role,Phantom Thread,Daniel Day-Lewis,0
9855,2018,Actor in a Leading Role,"Roman J. Israel, Esq.",Denzel Washington,0
9856,2018,Actor in a Supporting Role,"Three Billboards outside Ebbing, Missouri",Sam Rockwell,1
9857,2018,Actor in a Supporting Role,All the Money in the World,Christopher Plummer,0
9858,2018,Actor in a Supporting Role,The Florida Project,Willem Dafoe,0
9859,2018,Actor in a Supporting Role,The Shape of Water,Richard Jenkins,0
9860,2018,Actor in a Supporting Role,"Three Billboards outside Ebbing, Missouri",Woody Harrelson,0
9861,2018,Actress in a Leading Role,"Three Billboards outside Ebbing, Missouri",Frances McDormand,1
9862,2018,Actress in a Leading Role,"I, Tonya",Margot Robbie,0
9863,2018,Actress in a Leading Role,Lady Bird,Saoirse Ronan,0
9864,2018,Actress in a Leading Role,The Post,Meryl Streep,0
9865,2018,Actress in a Leading Role,The Shape of Water,Sally Hawkins,0
9866,2018,Actress in a Supporting Role,"I, Tonya",Allison Janney,1
9867,2018,Actress in a Supporting Role,Lady Bird,Laurie Metcalf,0
9868,2018,Actress in a Supporting Role,Mudbound,Mary J. Blige,0
9869,2018,Actress in a Supporting Role,Phantom Thread,Lesley Manville,0
9870,2018,Actress in a Supporting Role,The Shape of Water,Octavia Spencer,0
9871,2018,Animated Feature Film,Coco,Lee Unkrich and Darla K. Anderson,1
9872,2018,Animated Feature Film,Ferdinand,Carlos Saldanha and Lori Forte,0
9873,2018,Animated Feature Film,Loving Vincent,"Dorota Kobiela, Hugh Welchman and Ivan Mactaggart",0
9874,2018,Animated Feature Film,The Boss Baby,Tom McGrath and Ramsey Naito,0
9875,2018,Animated Feature Film,The Breadwinner,Nora Twomey and Anthony Leo,0
9876,2018,Animated Short Film,Dear Basketball,Glen Keane and Kobe Bryant,1
9877,2018,Animated Short Film,Garden Party,Victor Caire and Gabriel Grapperon,0
9878,2018,Animated Short Film,Lou,Dave Mullins and Dana Murray,0
9879,2018,Animated Short Film,Negative Space,Max Porter and Ru Kuwahata,0
